repo_a,repo_b,choice,multiplier,reasoning,agreement,weight,vote_summary,juror,parent
a16z/helios,foundry-rs/foundry,2,7.6,"Foundry has vastly higher adoption at critical paths (10,201 stars, 3,282 Stack Overflow questions, 649 contributors, 1,742 recent commits, active development) compared to Helios (2,126 stars, 96 contributors, 111 recent commits). Foundry is the dominant smart contract development framework used by most Ethereum developers, making it highly irreplaceable for the ecosystem, while Helios is a light client with 0 ecosystem dependents and lower adoption. Although both have 0 contest repo dependents, Foundry's massive developer usage and unique position as the primary alternative to Hardhat give it higher uniqueness and leverage. The 5x multiplier reflects Foundry's clear superiority in adoption and ecosystem impact, consistent with jury patterns where a widely-used dev tool beats a niche tool by a moderate margin.",full,1.0,deepseek: B 5x | mistral-large: B 8x | kimi-k2.6: B 10x | llama70b: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
a16z/helios,openzeppelin/openzeppelin-contracts,2,15.0,"OpenZeppelin Contracts has 7 contest repo dependents vs Helios has 0, is adopted by 2.7M npm downloads/month vs Helios has no package downloads, and is a core library for secure smart contract development that underpins countless Ethereum dApps, making it far more irreplaceable and leveraged than Helios, which is a standalone light client with no ecosystem dependencies and lower adoption.",full,1.0,deepseek: B 15x | kimi-k2.6: B 15x | mistral-large: B 15x | llama70b: B 15x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
a16z/helios,ethereum/eips,2,21.0,"ethereum/eips has 1 contest repo depending on it and a jury BT rank of #8 (+1.44) vs helios has 0 contest repos depending on it and a jury BT rank of #47 (-0.98), therefore eips wins by 15x because of irreplaceability. The EIPs repository is the canonical standardization process for all Ethereum protocol changes — without it, Ethereum cannot coordinate upgrades, define consensus rules, or maintain compatibility across clients. Helios, while a useful light client, is a standalone tool with zero ecosystem dependents and is one of many light client options; its disappearance would not impact Ethereum's core functioning. The jury already ranked EIPs #8 vs Helios #47, reflecting this massive gap in protocol-critical importance.",full,1.0,kimi-k2.6: B 15x | deepseek: B 30x | mistral-large: B 30x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
a16z/helios,succinctlabs/sp1,2,7.5,"SP1 has higher irreplaceability as a ZK proving system with 1 ecosystem dependent and 188,595 monthly Cargo downloads, while Helios is a standalone light client with 0 dependents and no critical path adoption. SP1's leverage is greater due to its integration in ZK rollup infrastructure, whereas Helios has no dependent repos. Adoption at critical paths favors SP1 with active development (1,032 commits in 12 months) and package downloads, compared to Helios's 111 commits and no downloads metric. Uniqueness is similar as both have alternatives, but SP1's role in ZK proofs for Ethereum scaling gives it a clear edge. The 5x multiplier reflects SP1's moderate but real advantage in ecosystem leverage and adoption, consistent with jury calibration where similar gaps (e.g., vyper vs teku at 8x) are appropriate.",full,1.0,deepseek: B 5x | kimi-k2.6: B 10x | llama70b: B 8x | mistral-large: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
a16z/helios,supranational/blst,2,14.0,"supranational/blst has 8 contest repo dependents vs helios's 0, making it far more irreplaceable and leveraged; blst underpins BLS12-381 signatures critical to Ethereum's consensus layer (used by all major clients), while helios is a light client with viable alternatives (e.g., lodestar, nimbus). blst's 3.99M monthly Cargo downloads and jury rank #16 (+0.89) far exceed helios's #47 (-0.98), confirming its higher adoption and technical importance. The 15x multiplier reflects blst's core cryptographic role with no substitute vs helios's peripheral utility.",full,1.0,deepseek: B 15x | kimi-k2.6: B 15x | llama70b: B 15x | nemotron-v1: B 8x | mistral-large: B 20x,LLM_ensemble_v7,ethereum
a16z/helios,risc0/risc0-ethereum,2,8.0,"RISC Zero Ethereum has higher irreplaceability as a ZK verifiable computing platform with Ethereum integration, which is critical for scaling Ethereum via rollups, while Helios is a light client with multiple alternatives (e.g., Lodestar, Nimbus). RISC Zero also has a higher jury BT rank (#11 vs #47), indicating stronger perceived importance by domain experts. Although both have 0 ecosystem dependents, RISC Zero's uniqueness in providing a general-purpose ZK platform for Ethereum outweighs Helios's convenience tool status, justifying a 5x multiplier.",full,1.0,deepseek: B 5x | llama70b: B 8x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
a16z/helios,ethereum/consensus-specs,2,18.3,"consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus layer, making it irreplaceable — without it, all consensus clients (Lighthouse, Prysm, Teku, etc.) would lack a unified reference, effectively breaking Ethereum's consensus mechanism. Helios is a useful light client but has multiple alternatives (e.g., Lodestar light client, Nimbus light client) and 0 ecosystem dependents. consensus-specs has 221 contributors and 635 recent commits, indicating massive ongoing adoption by core developers, while Helios has 96 contributors and 111 commits. The jury BT rank confirms this: consensus-specs is #3 (score +1.73) vs Helios at #47 (score -0.98), a gap of ~2.71 BT points, which maps to a 10x multiplier based on the jury's calibration (e.g., #1 vs #8 gave 8x). Helios scores higher on uniqueness as a trustless light client, but irreplaceability and adoption decisively favor consensus-specs.",full,1.0,deepseek: B 10x | kimi-k2.6: B 30x | mistral-large: B 30x | llama70b: B 15x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
a16z/helios,ethereum/execution-apis,2,12.9,"execution-apis has irreplaceability as the canonical specification for Ethereum JSON-RPC that all execution clients implement, making it critical infrastructure; Helios is a light client with 0 ecosystem dependents and multiple alternatives (e.g., Lodestar light client, Nimbus light client). execution-apis has 1 contest repo dependent vs Helios's 0, and its jury BT rank (#13, +1.07) far exceeds Helios (#47, -0.98), indicating the jury consensus places execution-apis in a much higher tier. The 10x multiplier reflects the gap between a foundational specification that would break Ethereum's client interoperability if removed versus a useful but replaceable light client tool.",full,1.0,deepseek: B 10x | mistral-large: B 20x | llama70b: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
a16z/helios,ethers-io/ethers.js,2,12.2,"ethers-io/ethers.js has 16 contest repos depending on it (high leverage) and 10.6M npm downloads/month (massive adoption at critical paths), while a16z/helios has 0 dependents and is a standalone light client with viable alternatives like lodestar or nimbus. Helios is a useful tool but not irreplaceable; ethers.js is a core library that would break a significant portion of the Ethereum dapp ecosystem if removed, giving it a clear 15x advantage.",full,1.0,deepseek: B 15x | kimi-k2.6: B 10x | nemotron-v1: B 12x | mistral-large: B 10x | llama70b: B 15x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,ethereum/go-ethereum,2,24.1,"go-ethereum has 45.4% client market share and 8 contest repo dependents, making it irreplaceable as the dominant execution client that would break Ethereum's core infrastructure if removed, while mev-boost-relay has 0 dependents, 1 star, and is a standalone relay with multiple alternatives (Flashbots, bloXroute, etc.), so go-ethereum wins by 30x on irreplaceability and ecosystem leverage.",full,1.0,deepseek: B 30x | kimi-k2.6: B 30x | nemotron-v1: B 15x | llama70b: B 20x | mistral-large: B 30x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,hyperledger/besu,2,12.9,"Hyperledger Besu has 9.2% client market share as one of only 5-6 Ethereum execution clients, making it irreplaceable for network diversity and resilience, while the MEV-Boost relay is a standalone tool with 0 ecosystem dependents, 1 star, and no unique role (multiple relays exist). Besu's 264 contributors and 881 recent commits show active core infrastructure development vs the relay's 33 contributors and 28 commits. The 15x multiplier reflects Besu being a core execution client (high irreplaceability) vs a niche relay with many alternatives (low uniqueness).",full,1.0,deepseek: B 15x | mistral-large: B 15x | llama70b: B 10x | kimi-k2.6: B 20x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,nethermindeth/nethermind,2,18.5,"Nethermind is one of only ~5 Ethereum execution clients, with 19% market share and 2,218 commits in 12 months, making it irreplaceable for Ethereum's core infrastructure — without it, the network would lose significant node diversity and throughput capacity. The MEV-Boost relay, while useful, has 0 ecosystem dependents, 28 commits in 12 months, and is one of many relay implementations (Flashbots, bloXroute, etc.), making it far more replaceable. Nethermind wins decisively on irreplaceability (execution client vs optional relay) and adoption (19% market share vs 1 star), justifying a 30x multiplier reflecting the gap between a core client and a peripheral tool.",full,1.0,deepseek: B 30x | mistral-large: B 20x | llama70b: B 15x | kimi-k2.6: B 30x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,sigp/lighthouse,2,23.0,"Lighthouse has 50.8% consensus client market share and is #4 of 58 jury-evaluated repos (BT score +1.65) vs mev-boost-relay has 0 contest repo dependents, 148 days since last commit, and is #53 of 58 (BT score -1.67). Lighthouse wins by 30x because irreplaceability: it secures half of Ethereum's consensus layer—if it disappeared, the network would face catastrophic disruption with no quick replacement, while mev-boost-relay is one of many relay implementations with minimal activity and no ecosystem dependents.",full,1.0,kimi-k2.6: B 30x | deepseek: B 30x | llama70b: B 20x | mistral-large: B 30x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,consensys/teku,2,15.2,"Teku is one of only ~5 Ethereum consensus clients, with 10.2% market share and 677 commits in 12 months, making it irreplaceable for Ethereum's consensus layer — without it, Ethereum loses a critical client that secures ~10% of validators. The mev-boost relay has 0 ecosystem dependents, 28 commits in 12 months, and is one of many relay implementations (Flashbots, bloXroute, Eden, etc.), making it far more replaceable. Teku wins decisively on irreplaceability (40% factor) and adoption at critical paths (20% factor), justifying a 15x multiplier reflecting the gap between a core consensus client and a peripheral relay tool.",full,1.0,deepseek: B 15x | mistral-large: B 15x | kimi-k2.6: B 30x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,argotorg/solidity,2,24.1,"Solidity is the dominant smart contract language for Ethereum, with 25,584 stars, 6,100 forks, 820 contributors, and 576 commits in 12 months, making it irreplaceable as the primary language for EVM development. The MEV-Boost relay has only 1 star, 2 forks, and 0 ecosystem dependents, serving a niche role with multiple alternatives (e.g., Flashbots, bloXroute). Solidity's adoption is massive (6,667 Stack Overflow questions) and its uniqueness is high as the core compiler for Ethereum contracts, while the relay is a standalone tool with low criticality. The 30x multiplier reflects the extreme gap in irreplaceability and ecosystem leverage, consistent with jury patterns where core infrastructure like compilers vastly outranks peripheral tools.",full,1.0,deepseek: B 30x | kimi-k2.6: B 30x | mistral-large: B 30x | llama70b: B 20x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
aestus-relay/mev-boost-relay,vyperlang/vyper,2,24.1,"Vyper is the ONLY alternative EVM smart contract compiler to Solidity, making it irreplaceable for Ethereum's security and diversity — without it, all contract development would depend on a single compiler. It has 5,172 stars, 248 contributors, 181 recent commits, and 175,179 monthly PyPI downloads, showing strong adoption. In contrast, mev-boost-relay is a standalone relay with 1 star, 2 forks, 0 ecosystem dependents, and no recent activity (148 days since last commit), and multiple alternatives exist (Flashbots, bloXroute, etc.), making it far less critical. The jury ranks Vyper #1 (BT +2.39) vs #53 (BT -1.67), confirming a massive gap in importance, justifying a 30x multiplier.",full,1.0,deepseek: B 30x | kimi-k2.6: B 30x | llama70b: B 20x | nemotron-v1: B 15x | mistral-large: B 30x,LLM_ensemble_v7,ethereum
